Release date,Product,Platform,Impact,Max Severity,Article,Article (Link),Download,Download (Link),Build Number,Details,Details (Link)
"May 13, 2025",Windows HLK for Windows 10 version 2004,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320002,10.1.19041.5609,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows 10 HLK version 21H2,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320002,10.1.19041.5609,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows 10 HLK Version 22H2,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320002,10.1.19041.5609,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows 10 HLK version 20H2,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320002,10.1.19041.5609,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows HLK for Windows Server 2022,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320003,10.1.20348.3330,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows 11 HLK 22H2,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320114,10.1.22621.5040,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows 10 HLK version 21H1,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320002,10.1.19041.5609,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows HLK Version 1809,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2319329,10.1.17763.7010,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows 11 HLK 24H2,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320012,10.1.26100.3478,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows HLK for Windows Server 2025,,Elevation of Privilege,Important,Release Notes,https://learn.microsoft.com/en-us/windows-hardware/test/hlk/what-s-new-in-the-hardware-lab-kit#whats-new-in-previous-releases,Security Update,https://go.microsoft.com/fwlink/?linkid=2320012,10.1.26100.3478,CVE-2025-27488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27488
"May 13, 2025",Windows Server 2016 (Server Core installation),,Denial of Service,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2016,,Denial of Service,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2025,,Denial of Service,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2025,,Denial of Service,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Denial of Service,Important,5058384,https://support.microsoft.com/help/5058384,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058384,10.0.25398.1611,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2025 (Server Core installation),,Denial of Service,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2025 (Server Core installation),,Denial of Service,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2022 (Server Core installation),,Denial of Service,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2022,,Denial of Service,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2022,,Denial of Service,Important,5058500,https://support.microsoft.com/help/5058500,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058500,10.0.20348.3630,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2019 (Server Core installation),,Denial of Service,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2019,,Denial of Service,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-26677,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26677
"May 13, 2025",Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5058403,https://support.microsoft.com/help/5058403,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058403,6.3.9600.22577,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2012 R2,,Elevation of Privilege,Important,5058403,https://support.microsoft.com/help/5058403,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058403,6.3.9600.22577,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5058451,https://support.microsoft.com/help/5058451,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058451,6.2.9200.25475,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2012,,Elevation of Privilege,Important,5058451,https://support.microsoft.com/help/5058451,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058451,6.2.9200.25475,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2016,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 1607 for x64-based Systems,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 1607 for 32-bit Systems,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 for 32-bit Systems,,Elevation of Privilege,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2025,,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2025,,Elevation of Privilege,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Elevation of Privilege,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Elevation of Privilege,Important,5058384,https://support.microsoft.com/help/5058384,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058384,10.0.25398.1611,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 23H2 for x64-based Systems,,Elevation of Privilege,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22631.5335,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 23H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22631.5335,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2025 (Server Core installation),,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2025 (Server Core installation),,Elevation of Privilege,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 22H2 for 32-bit Systems,,Elevation of Privilege,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 22H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22621.5335,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 11 Version 22H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22621.5335,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 21H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 21H2 for 32-bit Systems,,Elevation of Privilege,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2022,,Elevation of Privilege,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2022,,Elevation of Privilege,Important,5058500,https://support.microsoft.com/help/5058500,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058500,10.0.20348.3630,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2019 (Server Core installation),,Elevation of Privilege,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows Server 2019,,Elevation of Privilege,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Windows 10 Version 1809 for 32-bit Systems,,Elevation of Privilege,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-32709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32709
"May 13, 2025",Visual Studio Code,,Security Feature Bypass,Important,Release Notes,https://code.visualstudio.com/updates/v1_100,Security Update,https://code.visualstudio.com/download,1.100.1,CVE-2025-21264,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21264
"May 13, 2025",Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5058403,https://support.microsoft.com/help/5058403,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058403,6.3.9600.22577,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2012 R2,,Elevation of Privilege,Important,5058403,https://support.microsoft.com/help/5058403,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058403,6.3.9600.22577,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5058451,https://support.microsoft.com/help/5058451,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058451,6.2.9200.25475,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2012,,Elevation of Privilege,Important,5058451,https://support.microsoft.com/help/5058451,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058451,6.2.9200.25475,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Elevation of Privilege,Important,5058430,https://support.microsoft.com/help/5058430,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058430,6.1.7601.27729,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Elevation of Privilege,Important,5058454,https://support.microsoft.com/help/5058454,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058454,6.1.7601.27729,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Elevation of Privilege,Important,5058430,https://support.microsoft.com/help/5058430,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058430,6.1.7601.27729,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Elevation of Privilege,Important,5058454,https://support.microsoft.com/help/5058454,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058454,6.1.7601.27729,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5058449,https://support.microsoft.com/help/5058449,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058449,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5058429,https://support.microsoft.com/help/5058429,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058429,6.0.6003.23279,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2016,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 10 Version 1607 for x64-based Systems,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 10 Version 1607 for 32-bit Systems,,Elevation of Privilege,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 10 for 32-bit Systems,,Elevation of Privilege,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2025,,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows Server 2025,,Elevation of Privilege,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 11 Version 24H2 for x64-based Systems,,Elevation of Privilege,Important,5058497,https://support.microsoft.com/help/5058497,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058497,10.0.26100.3981,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
"May 13, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Elevation of Privilege,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-32706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-32706
